ano,semestre,numero_questao,texto,principal,secundarias,pagina
2023,sem2,Questão 41,"Questão 41 A Figueira das Lágrimas é a árvore mais antiga do município de São Paulo e já foi passagem de mercadores,
soldados, viajantes e até do Imperador D. Pedro I.
Mães chorosas, pais apreensivos e esposas angustiadas encostavam no tronco dessa figueira para ver
seus filhos e maridos viajarem rumo à Guerra do Paraguai (1865-1870).
A árvore, cuja idade é mais antiga que a própria história da Independência do Brasil, está em uma área de
100 m² na Praça Figueira das Lágrimas. Em 2019, suas raízes foram objeto de análise pelo Instituto de
Pesquisas Tecnológicas. A árvore pode ter entre 360 e 400 anos.
A figueira chegou a correr riscos, como quando o dono do terreno quis derrubá-la, em 1909; a mobilização
da imprensa conseguiu impedir essa tragédia. Em 1920, o então prefeito Firmiano Pinto mandou construir
uma mureta com grades ao redor da figueira para protegê-la. No dia da Árvore de 1952, a Sociedade
Geográfica Brasileira produziu uma placa de bronze; nos anos 1980, ela foi considerada patrimônio
ambiental e declarada imune de corte por iniciativa da Secretaria de Estado do Meio Ambiente.
Nas proximidades dessa figueira, está a Estrada das Lágrimas, assim batizada em homenagem à árvore.
De acordo com o texto, é correto afirmar que
(A) essa árvore nasceu no século XX, de acordo com o Instituto de Pesquisas Tecnológicas.
(B) o prefeito Firmiano Pinto resolveu cortar essa árvore em 1909, mas foi impedido pela imprensa
paulista.
(C) Dom Pedro I se dirigia a essa árvore para chorar e lamentar a ida de milhares de paulistas para
lutarem na Guerra do Paraguai.
(D) essa árvore foi trazida do Paraguai durante a Guerra para servir de apoio psicológico para as mães
que tinham perdido seus filhos no conflito.
(E) a árvore, que dá nome a uma estrada localizada no município de São Paulo, está protegida, hoje em
dia, pelo poder público, que proíbe seu corte.",Interpretação de texto,Nenhum,17.0
2023,sem2,Questão 42,"Questão 42 Em 2022, alguns fósseis de dinossauro foram encontrados por acaso durante as obras de duplicação
da rodovia BR-153, em Mirassol, no interior de São Paulo.
Os paleontólogos identificaram esses fósseis como sendo um fragmento de fêmur, um úmero, uma
vértebra caudal e um dente, provavelmente partes pertencentes ao grupo de Titanossauros Saurópodes.
Esses animais eram quadrúpedes, de pescoço longo e herbívoros. Eles viveram no período Cretáceo,
o período final da “Era dos dinossauros”, há 80 milhões de anos, teriam aproximadamente de
12 a 15 metros de comprimento, e massa entre 10 e 15 toneladas.
<https://tinyurl.com/5bsxkp3x> Acesso em: 04.03.2023. Adaptado.
A descoberta descrita no texto evidencia corretamente que
(A) as espécies existentes há milhões de anos eram iguais às atuais.
(B) os seres vivos se transformam em fósseis quando são totalmente decompostos após sua morte.
(C) as partes duras dos animais, como dentes, ossos, vértebras e carapaças, não são passíveis de
fossilização.
(D) os registros paleontológicos revelam informações as quais permitem os estudos sobre seres vivos de
determinadas épocas.
(E) as partes moles dos animais e dos vegetais são rapidamente fossilizadas devido à presença de
bactérias e fungos decompositores.",Descobertas,Vida animal,18.0
2023,sem2,Questão 43,"O estado de São Paulo possui diversos pontos turísticos,
sendo alguns exemplos de possíveis destinos:
• a Igreja Matriz de Santa Ana, em Santana do Parnaíba;
• a Capela das Mercês, em São Luiz do Paraitinga;
• a Estação Ferroviária, em Paranapiacaba;
• o Museu Frei Galvão, em Guaratinguetá;
• a Cachoeira Salto Botelho, em Lucélia;
• a Fazenda Vila Rica, em Itatiba; e
• o Museu do Café, em Santos.
Um turista pretende visitar três dos destinos
listados, sendo que sua primeira parada será
o Museu do Café, e os outros dois destinos
serão escolhidos de forma aleatória.
O número máximo de roteiros diferentes,
levando em conta a ordem de visitação aos
pontos turísticos, corresponde a
(A) 15.
(B) 30.
(C) 36.
(D) 42.
(E) 210.",Expressões numéricas,Nenhum,18.0
2023,sem2,Questão 44,"Questão 44 Considere o mapa.
Vamos supor que a equipe de futebol da Ferroviária de Araraquara irá disputar uma partida de futebol
amistosa contra a equipe do Paulista de Jundiaí no estádio deste.
O avião que transportará a equipe de Araraquara voará deste município, em linha reta, em direção ao
município de Jundiaí no sentido
(A) Noroeste.
(B) Nordeste.
(C) Sudoeste.
(D) Sudeste.
(E) Norte.",Cartografia,Nenhum,19.0
2023,sem2,Questão 45,"Questão 45 Dados do relatório de inteligência turística do estado de São Paulo, de novembro de 2022, resumem a
avaliação dos turistas que visitaram alguns de seus municípios. No quadro, apresentam-se certos destinos
e suas avaliações realizadas em dois sites. Nessa escala, 0 seria a pior avaliação e 5, a melhor.
Destinos Avaliação no Google Avaliação no TripAdvisor
Aparecida 4,76 4,50
Campos do Jordão 4,57 4,33
Eldorado 4,58 4,30
Ilhabela 4,63 4,47
Olímpia 4,41 3,98
fDe acordo com os dados apresentados, é correto afirmar que o destino turístico que possui a melhor
avaliação média, considerando os dois sites, é
(A) Aparecida.
(B) Campos do Jordão.
(C) Eldorado.
(D) Ilhabela.
(E) Olímpia",Média,Nenhum,19.0
2023,sem2,Questão 46,"Questão 46 As estâncias hidrominerais possuem fontes de águas minerais, com cachoeiras e rios, sendo uma opção
de passeio no estado de São Paulo.
Na região centro-oeste do estado, fica Águas de Santa Bárbara e, perto de Minas Gerais, Águas da
Prata. No Parque Estadual de Águas da Prata, a água é tida como a mais radioativa das Américas. Essa
radiação, contudo, não faz mal, já que possui propriedades medicinais.
<https://tinyurl.com/8pctdtht> Acesso em: 01.03.23. Adaptado.
O produto dessas fontes, a água mineral, é um exemplo de
(A) substância composta.
(B) substância simples.
(C) substância pura.
(D) mistura destilada.
(E) mistura.",Substâncias e misturas,Nenhum,20.0
2023,sem2,Questão 47,"Questão 47 Ao subir ou descer uma serra, como quando se viaja entre Santos e Paranapiacaba (distrito de Santo
André, no alto da Serra do Mar), é bastante comum sentir a orelha entupir ou escutar sons abafados.
Esse fenômeno, chamado autofonia, decorre da mudança de altitude. Quando a pressão atmosférica
muda, é necessário que a pressão da orelha média se iguale à do meio externo. Em situações em que
ocorre mudança rápida de pressão, é necessário um tempo para que as pressões se igualem e, enquanto
isso não ocorre, sentimos a orelha entupir.
Sabendo que a pressão atmosférica é inversamente proporcional à altitude, ao partir de Paranapiacaba
em direção ao Porto de Santos, podemos sentir a orelha entupir porque a altitude ( I ) e, por isso,
a pressão da orelha média irá ( I I ) em relação ao seu valor no início da viagem.
Assinale a alternativa que completa correta e respectivamente as lacunas do texto.
(I) (II)
(A) diminui aumentar
(B) diminui diminuir
(C) diminui se manter igual
(D) aumenta diminuir
(E) aumenta aumentar
VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 • 21",Interpretação de texto,Nenhum,20.0
2023,sem2,Questão 48,"Questão 48 Multicampeã pela Seleção Brasileira Feminina, duas vezes medalhista de prata nos jogos Olímpicos
e com diversas taças importantes no currículo — como Libertadores e Copa do Brasil — Cristiane,
nascida em 1985, no município de Osasco, região metropolitana de São Paulo, e atualmente jogadora
do Santos, avalia a situação do futebol feminino no Brasil como “muito melhor” do que antigamente.
“Comecei no futebol de rua, somente com meninos — não tinha menina — com muito preconceito. Não
tinha oportunidades, porque minha família não tinha condições financeiras, meu pai era caminhoneiro,
minha mãe empregada doméstica, nós morávamos no quintal da minha avó. Graças a um vizinho
meu, que me apadrinhou na infância, eu tive a condição de ir para uma escolinha e comprar material.
Eu olho tudo isso que foi construído para as meninas poderem aproveitar aquilo que a gente batalhou
muito para ter. É um orgulho muito grande”.
<https://tinyurl.com/4j66unk3> Acesso em: 01.03.2023. Adaptado.
Segundo o texto,
(A) a presença de meninas nas partidas de futebol de sua infância foi o impulso necessário para o alto
rendimento da atleta na vida adulta.
(B) o futebol feminino gozava de melhores condições no passado, pois as meninas eram aceitas nas
partidas dos meninos.
(C) a atleta enfrentou dificuldades relacionadas às condições financeiras de sua família e ao fato de que,
em sua infância, não havia muitas meninas com quem pudesse jogar.
(D) a atleta considera o futebol profissional um esporte democrático, pois, sem condições financeiras e
sem ajuda, ela encontrou facilidade para praticá-lo.
(E) para ser bem sucedida no esporte que escolheu, bastou a atleta acreditar em seu potencial e se
empenhar nos treinos.",Interpretação de texto,Nenhum,21.0
2023,sem2,Questão 49,"Questão 49 Uma das principais atrações turísticas da cidade de Boituva, no estado de São Paulo, é o passeio de balão
de ar quente. O princípio de funcionamento desses balões está relacionado ao aumento ou à diminuição
da densidade média do balão resultantes do resfriamento ou do aquecimento do ar em seu interior,
respectivamente.
(I)
Dessa forma, para iniciar um passeio, o balonista deve o ar no interior do balão. Assim, o ar irá
se ( I I ) , ( I I I ) a densidade média do balão e, consequentemente, fazendo-o subir.
Assinale a alternativa que completa correta e respectivamente as lacunas do texto.
(I) (II) (III)
(A) aquecer expandir diminuindo
(B) resfriar expandir diminuindo
(C) aquecer expandir aumentando
(D) resfriar contrair aumentando
(E) aquecer contrair diminuindo
22 VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 •",Estados da matéria,Densidade,21.0
2023,sem2,Questão 50,"Questão 50 <https://tinyurl.com/mrzfa2dc> Acesso em: 03.03.2023. Original colorido.
Nos quadrinhos dados, o humor é utilizado para criticar o uso constante de alguns recursos tecnológicos
que podem levar à perda da autonomia.
Uma atitude possível para combater esse processo na sociedade atual é
(A) a utilização do celular como ferramenta de comunicação por todos, garantindo, assim, igualdade
entre os indivíduos.
(B) a substituição do celular por computadores pessoais portáteis, já que oferecem mais recursos de
verificação de informação.
(C) o ensino da resiliência nas escolas, pois o entendimento da realidade do próximo acarreta a
necessidade de contatos interpessoais virtuais e físicos.
(D) o uso constante de linguagem informal e acessível, pois o desconhecimento linguístico impede a
concretização de uma comunicação efetiva fora da internet.
(E) a valorização do autoconhecimento e do senso crítico, competências capazes de gerar um indivíduo
questionador, atento à realidade e independente.
VESTIBULINHO 2o semestre | 2023 • VESTIBULINHO 2o semestre | 2023 • 23",Interpretação de texto,Nenhum,22.0
2024,sem2,Questão 01,"Questão 01 Compreender a constituição e o desenvolvimento do corpo humano e de seus sistemas, entender seus
mecanismos fisiológicos e conhecer a relação de interdependência existente entre os seus órgãos são
habilidades importantes para o desenvolvimento de atitudes, de hábitos individuais e coletivos saudáveis, como,
por exemplo, cuidar da nutrição, da higiene, da prática de atividade física e da prevenção de doenças.
Quando uma pessoa está saudável, física e psicologicamente, tem maior disposição para buscar o equilíbrio em
outros aspectos e ter uma vida estável.
Para alcançar o ideal descrito no texto, deve-se
(A) evitar o hábito de fazer refeições balanceadas, pois, a partir da diversidade de substâncias ingeridas,
o corpo fica com baixa imunidade e mais suscetível às doenças.
(B) realizar a prática regular de atividades físicas, pois elas auxiliam no controle da hipertensão arterial,
amenizam o risco de desenvolver diabetes, melhoram a flexibilidade e previnem a osteopenia.
(C) realizar acompanhamento médico periódico, por meio de determinados tipos de exames, pois impede
o aparecimento de doenças graves nos órgãos como o câncer, o infarto do miocárdio e o mal de Chagas.
(D) ingerir quantidade reduzida de água, pois garante a remoção de toxinas e impurezas do corpo,
especialmente as que se acumulam nos rins e podem formar os cálculos renais.
(E) utilizar, antes de dormir, dispositivos eletrônicos, pois a luz desses equipamentos prioriza o relaxamento,
promovendo o sono tranquilo e restaurador do corpo.",Características básicas dos seres vivos,Patologias,1
